"Planetary boundary","Control variable","impact_parent","impact","impact_unit","stressor","extension","stressor_unit","factor"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","SOx - non combustion - Nickel, unwrought - air","air emissions","kg","6.84E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","SOx - non combustion - Oil refinery - air","air emissions","kg","6.84E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","SOx - non combustion - Pig iron production, blast furnace - air","air emissions","kg","6.84E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","SOx - non combustion - Production of coke oven coke - air","air emissions","kg","6.84E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","SOx - non combustion - Production of gascoke - air","air emissions","kg","6.84E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","SOx - non combustion - Refined copper; unwrought, not alloyed - air","air emissions","kg","6.84E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","SOx - non combustion - Refined lead, unwrought - air","air emissions","kg","6.84E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","SOx - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air","air emissions","kg","6.84E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","SOx - non combustion - Sulphuric acid production - air","air emissions","kg","6.84E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","SOx - non combustion - Unrefined copper; copper anodes for electrolytic refining - air","air emissions","kg","6.84E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","SOx - non combustion - Zinc, unwrought, not alloyed - air","air emissions","kg","6.84E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","NOX - agriculture - air","air emissions","kg","3.67E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","NOX - waste - air","air emissions","kg","3.67E-14"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","PM2.5 - waste - air","air emissions","kg","5.20E-13"
"Atmospheric aerosol loading","AOD (Global cfs shown)","AAL","AAL","AOD yr","SOx - waste - air","air emissions","kg","6.84E-14"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CH4 - combustion - air","air emissions","kg","6.20E-12"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CO2 - combustion - air","air emissions","kg","2.08E-13"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CO2_bio - combustion - air","air emissions","kg","2.08E-13"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","N2O - combustion - air","air emissions","kg","5.68E-11"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CH4 - non combustion - Extraction/production of (natural) gas - air","air emissions","kg","6.20E-12"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CH4 - non combustion - Extraction/production of crude oil - air","air emissions","kg","6.20E-12"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CH4 - non combustion - Mining of antracite - air","air emissions","kg","6.20E-12"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CH4 - non combustion - Mining of bituminous coal - air","air emissions","kg","6.20E-12"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CH4 - non combustion - Mining of coking coal - air","air emissions","kg","6.20E-12"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CH4 - non combustion - Mining of lignite (brown coal) - air","air emissions","kg","6.20E-12"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CH4 - non combustion - Mining of sub-bituminous coal - air","air emissions","kg","6.20E-12"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CH4 - non combustion - Oil refinery - air","air emissions","kg","6.20E-12"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CO2 - non combustion - Cement production - air","air emissions","kg","2.08E-13"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CO2 - non combustion - Lime production - air","air emissions","kg","2.08E-13"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","SF6 - air","air emissions","kg","5.24E-09"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","HFC - air","air emissions","kg CO2-eq","2.08E-13"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","PFC - air","air emissions","kg CO2-eq","2.08E-13"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CH4 - agriculture - air","air emissions","kg","6.20E-12"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CO2 - agriculture - peat decay - air","air emissions","kg","2.08E-13"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","N2O - agriculture - air","air emissions","kg","5.68E-11"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CH4 - waste - air","air emissions","kg","6.20E-12"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CO2 - waste - biogenic - air","air emissions","kg","2.08E-13"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD GHG","%BII loss","CO2 - waste - fossil - air","air emissions","kg","2.08E-13"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Artificial Surfaces","land","km2","7.31E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - cropped area - Cereal grains nec","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - cropped area - Crops nec","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - cropped area - Oil seeds","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - cropped area - Paddy rice","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - cropped area - Plant-based fibers","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - cropped area - Sugar cane, sugar beet","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - cropped area - Vegetables, fruit, nuts","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - cropped area - Wheat","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area - Cereal grains nec","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area - Crops nec","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area - Oil seeds","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area - Paddy rice","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area - Plant-based fibers","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area - Sugar cane, sugar beet","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area - Vegetables, fruit, nuts","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area - Wheat","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area-Cattle","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area-Meat animals nec","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area-Pigs","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area-Poultry","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Cropland - fallowed area-Raw milk","land","km2","6.92E-07"
"Biosphere integrity","Functional diversity (Biodiversity Intactness Index - BII)","BI FD","BI FD LAND","%BII loss","Forest","land","km2","3.85E-07"
